,UKPRN,HE provider,Country of HE provider,Region of HE provider,First year marker,Level of study,Mode of study,Academic Year,Category marker,Category,Number
315,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Other UK,10
316,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Total UK  ,7655
317,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Other European Union,2860
318,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Non-European Union,2235
319,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Total Non-UK,5095
320,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Not known,0
321,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2018/19,Total,Total,12750
322,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Sex,Female,1325
323,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Sex,Male,700
324,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Sex,Other,0
325,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,England,295
326,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Scotland,1565
327,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Wales,10
328,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Northern Ireland,15
329,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Other UK,0
330,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Total UK  ,1885
331,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Other European Union,40
332,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Non-European Union,100
333,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Total Non-UK,140
334,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Not known,0
335,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2018/19,Total,Total,2025
378,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Sex,Female,3330
379,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Sex,Male,2155
380,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Sex,Other,0
381,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Domicile,England,465
382,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Domicile,Scotland,2845
383,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Domicile,Wales,20
384,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Domicile,Northern Ireland,40
385,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Domicile,Other UK,5
386,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Domicile,Total UK  ,3375
387,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Domicile,Other European Union,820
388,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Domicile,Non-European Union,1290
389,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Domicile,Total Non-UK,2110
390,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Domicile,Not known,0
391,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2018/19,Total,Total,5485
392,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Sex,Female,2705
393,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Sex,Male,1840
394,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Sex,Other,0
395,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,England,320
396,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Scotland,2110
397,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Wales,20
398,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Northern Ireland,35
399,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Other UK,0
400,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Total UK  ,2490
401,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Other European Union,810
402,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Non-European Union,1250
403,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Total Non-UK,2060
404,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Not known,0
405,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2018/19,Total,Total,4545
406,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Sex,Female,625
407,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Sex,Male,315
408,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Sex,Other,0
409,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,England,145
410,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Scotland,735
411,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Wales,5
412,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Northern Ireland,5
413,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Other UK,0
414,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Total UK  ,890
415,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Other European Union,10
416,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Non-European Union,40
417,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Total Non-UK,50
418,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Not known,0
419,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2018/19,Total,Total,940
462,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Sex,Female,5310
463,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Sex,Male,3980
464,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Sex,Other,0
465,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Domicile,England,970
466,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Scotland,5035
467,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Wales,25
468,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Northern Ireland,130
469,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Other UK,10
470,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Total UK  ,6165
471,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Other European Union,2080
472,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Non-European Union,1045
473,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Total Non-UK,3125
474,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Not known,0
475,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2018/19,Total,Total,9290
476,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Sex,Female,4610
477,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Sex,Male,3595
478,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Sex,Other,0
479,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,England,820
480,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Scotland,4205
481,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Wales,20
482,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Northern Ireland,115
483,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Other UK,5
484,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Total UK  ,5170
485,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Other European Union,2050
486,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Non-European Union,985
487,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Total Non-UK,3035
488,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Not known,0
489,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2018/19,Total,Total,8205
490,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Sex,Female,700
491,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Sex,Male,385
492,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Sex,Other,0
493,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,England,150
494,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Scotland,830
495,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Wales,5
496,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Northern Ireland,10
497,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Other UK,0
498,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Total UK  ,1000
499,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Other European Union,30
500,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Non-European Union,60
501,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Total Non-UK,90
502,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Not known,0
503,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2018/19,Total,Total,1085
798,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Sex,Female,2135
799,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Sex,Male,2215
800,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Sex,Other,5
801,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Domicile,England,135
802,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Domicile,Scotland,3515
803,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Domicile,Wales,0
804,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Domicile,Northern Ireland,25
805,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Domicile,Other UK,0
806,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Domicile,Total UK  ,3675
807,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Domicile,Other European Union,530
808,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Domicile,Non-European Union,155
809,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Domicile,Total Non-UK,680
810,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Domicile,Not known,0
811,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2018/19,Total,Total,4355
812,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Sex,Female,1860
813,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Sex,Male,2025
814,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Sex,Other,5
815,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,England,125
816,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Scotland,3110
817,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Wales,0
818,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Northern Ireland,25
819,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Other UK,0
820,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Total UK  ,3260
821,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Other European Union,510
822,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Non-European Union,120
823,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Total Non-UK,630
824,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Domicile,Not known,0
825,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2018/19,Total,Total,3895
826,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Sex,Female,275
827,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Sex,Male,190
828,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Sex,Other,0
829,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,England,10
830,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Scotland,405
831,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Wales,0
832,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Northern Ireland,0
833,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Other UK,0
834,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Total UK  ,415
835,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Other European Union,15
836,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Non-European Union,35
837,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Total Non-UK,50
838,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Domicile,Not known,0
839,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2018/19,Total,Total,465
882,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Sex,Female,945
883,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Sex,Male,985
884,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Sex,Other,0
885,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Domicile,England,55
886,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Domicile,Scotland,1505
887,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Domicile,Wales,0
888,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Domicile,Northern Ireland,10
889,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Domicile,Other UK,0
890,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Domicile,Total UK  ,1570
891,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Domicile,Other European Union,245
892,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Domicile,Non-European Union,120
893,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Domicile,Total Non-UK,365
894,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Domicile,Not known,0
895,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2018/19,Total,Total,1935
896,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Sex,Female,830
897,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Sex,Male,920
898,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Sex,Other,0
899,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,England,55
900,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Scotland,1355
901,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Wales,0
902,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Northern Ireland,10
903,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Other UK,0
904,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Total UK  ,1420
905,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Other European Union,245
906,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Non-European Union,90
907,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Total Non-UK,330
908,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Domicile,Not known,0
909,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2018/19,Total,Total,1750
910,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Sex,Female,120
911,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Sex,Male,65
912,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Sex,Other,0
913,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,England,0
914,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Scotland,150
915,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Wales,0
916,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Northern Ireland,0
917,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Other UK,0
918,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Total UK  ,155
919,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Other European Union,0
920,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Non-European Union,30
921,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Total Non-UK,30
922,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Domicile,Not known,0
923,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2018/19,Total,Total,185
966,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Sex,Female,1190
967,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Sex,Male,1225
968,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Sex,Other,5
969,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Domicile,England,80
970,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Scotland,2010
971,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Wales,0
972,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Northern Ireland,15
973,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Other UK,0
974,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Total UK  ,2105
975,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Other European Union,285
976,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Non-European Union,35
977,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Total Non-UK,320
978,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Domicile,Not known,0
979,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2018/19,Total,Total,2420
980,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Sex,Female,1035
981,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Sex,Male,1105
982,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Sex,Other,5
983,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,England,70
984,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Scotland,1755
985,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Wales,0
986,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Northern Ireland,15
987,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Other UK,0
988,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Total UK  ,1845
989,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Other European Union,270
990,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Non-European Union,30
991,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Total Non-UK,300
992,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Domicile,Not known,0
993,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2018/19,Total,Total,2145
994,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Sex,Female,155
995,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Sex,Male,120
996,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Sex,Other,0
997,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,England,10
998,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Scotland,250
999,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Wales,0
1000,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Northern Ireland,0
1001,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Other UK,0
1002,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Total UK  ,260
1003,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Other European Union,15
1004,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Non-European Union,5
1005,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Total Non-UK,20
1006,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Domicile,Not known,0
1007,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2018/19,Total,Total,280
21966,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Sex,Female,10265
21967,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Sex,Male,5640
21968,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Sex,Other,5
21969,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Domicile,England,1925
21970,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Domicile,Scotland,10625
21971,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Domicile,Wales,75
21972,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Domicile,Northern Ireland,660
21973,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Domicile,Other UK,20
21974,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Domicile,Total UK  ,13300
21975,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Domicile,Other European Union,895
21976,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Domicile,Non-European Union,1715
21977,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Domicile,Total Non-UK,2615
21978,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Domicile,Not known,0
21979,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2018/19,Total,Total,15915
21980,10007852.0,The University of Dundee,Scotland,Scotland,All,All,Full-time,2018/19,Sex,Female,7630
21981,10007852.0,The University of Dundee,Scotland,Scotland,All,All,Full-time,2018/19,Sex,Male,4490
