,UKPRN,HE provider,Country of HE provider,Region of HE provider,First year marker,Level of study,Mode of study,Academic Year,Category marker,Category,Number
316,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Total UK  ,7975
317,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Other European Union,2365
318,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Non-European Union,1470
319,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Total Non-UK,3835
320,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Not known,0
321,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Full-time,2014/15,Total,Total,11810
322,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Sex,Female,1450
323,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Sex,Male,775
324,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Sex,Other,0
325,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,England,165
326,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Scotland,1910
327,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Wales,5
328,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Northern Ireland,10
329,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Other UK,0
330,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Total UK  ,2090
331,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Other European Union,90
332,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Non-European Union,45
333,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Total Non-UK,135
334,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Not known,0
335,10007783.0,The University of Aberdeen,Scotland,Scotland,All,All,Part-time,2014/15,Total,Total,2225
378,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Sex,Female,3060
379,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Sex,Male,2430
380,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Sex,Other,0
381,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Domicile,England,530
382,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Domicile,Scotland,3040
383,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Domicile,Wales,10
384,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Domicile,Northern Ireland,50
385,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Domicile,Other UK,5
386,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Domicile,Total UK  ,3635
387,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Domicile,Other European Union,980
388,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Domicile,Non-European Union,875
389,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Domicile,Total Non-UK,1855
390,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Domicile,Not known,0
391,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,All,2014/15,Total,Total,5490
392,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Sex,Female,2335
393,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Sex,Male,2075
394,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Sex,Other,0
395,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,England,455
396,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Scotland,2100
397,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Wales,10
398,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Northern Ireland,50
399,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Other UK,5
400,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Total UK  ,2620
401,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Other European Union,930
402,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Non-European Union,860
403,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Total Non-UK,1790
404,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Not known,0
405,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Full-time,2014/15,Total,Total,4410
406,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Sex,Female,725
407,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Sex,Male,355
408,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Sex,Other,0
409,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,England,70
410,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Scotland,940
411,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Wales,5
412,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Northern Ireland,0
413,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Other UK,0
414,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Total UK  ,1015
415,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Other European Union,50
416,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Non-European Union,15
417,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Total Non-UK,65
418,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Not known,0
419,10007783.0,The University of Aberdeen,Scotland,Scotland,First year,All,Part-time,2014/15,Total,Total,1080
462,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Sex,Female,4770
463,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Sex,Male,3780
464,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Sex,Other,0
465,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Domicile,England,955
466,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Scotland,5270
467,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Wales,25
468,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Northern Ireland,175
469,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Other UK,5
470,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Total UK  ,6430
471,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Other European Union,1475
472,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Non-European Union,640
473,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Total Non-UK,2120
474,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Not known,0
475,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,All,2014/15,Total,Total,8550
476,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Sex,Female,4045
477,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Sex,Male,3355
478,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Sex,Other,0
479,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,England,865
480,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Scotland,4300
481,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Wales,20
482,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Northern Ireland,165
483,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Other UK,5
484,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Total UK  ,5355
485,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Other European Union,1440
486,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Non-European Union,610
487,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Total Non-UK,2050
488,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Not known,0
489,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Full-time,2014/15,Total,Total,7400
490,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Sex,Female,725
491,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Sex,Male,425
492,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Sex,Other,0
493,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,England,95
494,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Scotland,970
495,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Wales,5
496,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Northern Ireland,10
497,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Other UK,0
498,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Total UK  ,1075
499,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Other European Union,40
500,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Non-European Union,30
501,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Total Non-UK,70
502,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Not known,0
503,10007783.0,The University of Aberdeen,Scotland,Scotland,Other years,All,Part-time,2014/15,Total,Total,1145
798,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Sex,Female,1945
799,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Sex,Male,2280
800,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Sex,Other,0
801,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Domicile,England,195
802,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Domicile,Scotland,3395
803,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Domicile,Wales,5
804,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Domicile,Northern Ireland,155
805,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Domicile,Other UK,0
806,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Domicile,Total UK  ,3750
807,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Domicile,Other European Union,365
808,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Domicile,Non-European Union,110
809,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Domicile,Total Non-UK,475
810,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Domicile,Not known,0
811,10007849.0,Abertay University,Scotland,Scotland,All,All,All,2014/15,Total,Total,4220
812,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Sex,Female,1735
813,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Sex,Male,2080
814,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Sex,Other,0
815,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,England,180
816,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Scotland,3050
817,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Wales,5
818,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Northern Ireland,145
819,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Other UK,0
820,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Total UK  ,3385
821,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Other European Union,335
822,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Non-European Union,95
823,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Total Non-UK,430
824,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Domicile,Not known,0
825,10007849.0,Abertay University,Scotland,Scotland,All,All,Full-time,2014/15,Total,Total,3815
826,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Sex,Female,210
827,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Sex,Male,200
828,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Sex,Other,0
829,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,England,10
830,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Scotland,345
831,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Wales,0
832,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Northern Ireland,10
833,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Other UK,0
834,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Total UK  ,365
835,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Other European Union,30
836,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Non-European Union,15
837,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Total Non-UK,45
838,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Domicile,Not known,0
839,10007849.0,Abertay University,Scotland,Scotland,All,All,Part-time,2014/15,Total,Total,410
882,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Sex,Female,645
883,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Sex,Male,735
884,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Sex,Other,0
885,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Domicile,England,50
886,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Domicile,Scotland,1085
887,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Domicile,Wales,0
888,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Domicile,Northern Ireland,40
889,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Domicile,Other UK,0
890,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Domicile,Total UK  ,1175
891,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Domicile,Other European Union,165
892,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Domicile,Non-European Union,40
893,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Domicile,Total Non-UK,210
894,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Domicile,Not known,0
895,10007849.0,Abertay University,Scotland,Scotland,First year,All,All,2014/15,Total,Total,1385
896,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Sex,Female,540
897,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Sex,Male,690
898,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Sex,Other,0
899,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,England,50
900,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Scotland,940
901,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Wales,0
902,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Northern Ireland,40
903,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Other UK,0
904,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Total UK  ,1025
905,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Other European Union,165
906,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Non-European Union,40
907,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Total Non-UK,205
908,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Domicile,Not known,0
909,10007849.0,Abertay University,Scotland,Scotland,First year,All,Full-time,2014/15,Total,Total,1230
910,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Sex,Female,105
911,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Sex,Male,50
912,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Sex,Other,0
913,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,England,0
914,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Scotland,150
915,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Wales,0
916,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Northern Ireland,0
917,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Other UK,0
918,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Total UK  ,150
919,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Other European Union,0
920,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Non-European Union,5
921,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Total Non-UK,5
922,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Domicile,Not known,0
923,10007849.0,Abertay University,Scotland,Scotland,First year,All,Part-time,2014/15,Total,Total,155
966,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Sex,Female,1295
967,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Sex,Male,1540
968,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Sex,Other,0
969,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Domicile,England,145
970,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Scotland,2305
971,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Wales,5
972,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Northern Ireland,115
973,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Other UK,0
974,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Total UK  ,2575
975,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Other European Union,200
976,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Non-European Union,65
977,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Total Non-UK,265
978,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Domicile,Not known,0
979,10007849.0,Abertay University,Scotland,Scotland,Other years,All,All,2014/15,Total,Total,2840
980,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Sex,Female,1195
981,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Sex,Male,1390
982,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Sex,Other,0
983,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,England,135
984,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Scotland,2110
985,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Wales,5
986,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Northern Ireland,105
987,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Other UK,0
988,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Total UK  ,2360
989,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Other European Union,170
990,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Non-European Union,55
991,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Total Non-UK,225
992,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Domicile,Not known,0
993,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Full-time,2014/15,Total,Total,2585
994,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Sex,Female,105
995,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Sex,Male,150
996,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Sex,Other,0
997,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,England,10
998,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Scotland,195
999,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Wales,0
1000,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Northern Ireland,10
1001,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Other UK,0
1002,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Total UK  ,215
1003,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Other European Union,30
1004,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Non-European Union,10
1005,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Total Non-UK,40
1006,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Domicile,Not known,0
1007,10007849.0,Abertay University,Scotland,Scotland,Other years,All,Part-time,2014/15,Total,Total,255
20958,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Sex,Female,9460
20959,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Sex,Male,5720
20960,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Sex,Other,0
20961,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Domicile,England,2560
20962,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Domicile,Scotland,9255
20963,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Domicile,Wales,85
20964,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Domicile,Northern Ireland,740
20965,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Domicile,Other UK,25
20966,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Domicile,Total UK  ,12660
20967,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Domicile,Other European Union,1155
20968,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Domicile,Non-European Union,1360
20969,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Domicile,Total Non-UK,2515
20970,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Domicile,Not known,0
20971,10007852.0,The University of Dundee,Scotland,Scotland,All,All,All,2014/15,Total,Total,15180
20972,10007852.0,The University of Dundee,Scotland,Scotland,All,All,Full-time,2014/15,Sex,Female,6490
20973,10007852.0,The University of Dundee,Scotland,Scotland,All,All,Full-time,2014/15,Sex,Male,3945
